"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S007079    ",2,"Eixample",5,"el Fort Pienc",169409,"Sardenya / Corts Catalanes                        ","Divendres",11,"Novembre",18,19,"Tarda","No és causa del  vianant",0,1,0,1,2,431553.84,4583500.42,2.18007788396057,41.3982853750798,"0731 0731","Bicicleta","Home",44,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Hospitalització fins a 24h",1
"2022S007095    ",10,"Sant Martí",70,"el Besòs i el Maresme",701829,"Fòrum                                             ","Dissabte",11,"Novembre",19,12,"Matí","No és causa del  vianant",0,2,0,2,2,435098.57,4584773.09,2.22234181237841,41.4100422327396,"0001 0001","Bicicleta","Home",75,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007095    ",10,"Sant Martí",70,"el Besòs i el Maresme",701829,"Fòrum                                             ","Dissabte",11,"Novembre",19,12,"Matí","No és causa del  vianant",0,2,0,2,2,435098.57,4584773.09,2.22234181237841,41.4100422327396,"0001 0001","Bicicleta","Home",64,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007106    ",3,"Sants-Montjuïc",16,"la Bordeta",282252,"Blanca                                            ","Dissabte",11,"Novembre",19,19,"Tarda","No és causa del  vianant",0,1,0,1,1,427352.38,4580401.09,2.13019460731954,41.3700020000497,"0157 0157","Bicicleta","Dona",90,"Vianant","A la vorera / Andana                                                                                                                                  ","Desconegut","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S007108    ",9,"Sant Andreu",63,"Navas",367300,"Biscaia                                           ","Dissabte",11,"Novembre",19,23,"Nit","No és causa del  vianant",0,1,0,1,2,432066.11,4585634.56,2.18596560793039,41.4175504101308,"0373 0373","Bicicleta","Home",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007115    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",271100,"Pujades                                           ","Diumenge",11,"Novembre",20,12,"Matí","No és causa del  vianant",0,1,0,1,2,432030.53,4582692.73,2.18587054336762,41.3910512114589,"0029 0029","Bicicleta","Home",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007210    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó                                             ","Dijous",11,"Novembre",24,10,"Matí","No és causa del  vianant",0,1,0,1,2,430340.32,4582873.92,2.16563456445592,41.3925383898534,"0282 0282","Bicicleta","Dona",39,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007212    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes                                   ","Dijous",11,"Novembre",24,12,"Matí","No és causa del  vianant",0,1,0,1,2,429354.46,4581312.42,2.15402556721035,41.3783884223462,"0442 0442","Bicicleta","Home",31,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S007216    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,"Pàdua                                             ","Dijous",11,"Novembre",24,18,"Tarda","No és causa del  vianant",0,1,0,1,2,428648.93,4584310.84,2.14523548871606,41.4053317742254,"0048 0054","Bicicleta","Home",12,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Rebutja assistència sanitària",1
"2022S007217    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia                                            ","Dijous",11,"Novembre",24,16,"Tarda","No és causa del  vianant",0,1,0,1,2,430144.94,4582933.04,2.16329092150332,41.3930539028374,"0072S0072S","Bicicleta","Dona",45,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007234    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",367504,"Àlaba / Doctor Trueta                             ","Dijous",11,"Novembre",24,18,"Tarda","No és causa del  vianant",0,1,0,1,2,432985.66,4583007.18,2.19725925505951,41.3939636052556,"0100 0100","Bicicleta","Dona",20,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S007235    ",2,"Eixample",7,"la Dreta de l'Eixample",247659,"Pau Claris                                        ","Divendres",11,"Novembre",25,10,"Matí","No és causa del  vianant",0,1,0,1,2,430241.72,4583138.63,2.16442475290452,41.3949139919294,"0157 0157","Bicicleta","Home",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007256    ",6,"Gràcia",31,"la Vila de Gràcia",31300,"Sant Antoni Maria Claret / Bailèn                 ","Dissabte",11,"Novembre",26,14,"Tarda","No és causa del  vianant",0,1,0,1,2,430132.33,4584001.19,2.16301673429143,41.4026732715313,"0219 0219","Bicicleta","Home",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S007257    ",10,"Sant Martí",68,"el Poblenou",332000,"Taulat                                            ","Dissabte",11,"Novembre",26,15,"Tarda","No és causa del  vianant",0,1,0,1,2,433425.42,4583332.68,2.20248329371838,41.3969318617617,"0037 0037","Bicicleta","Dona",15,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S007265    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença                                          ","Dissabte",11,"Novembre",26,19,"Tarda","Desobeir el senyal del semàfor",0,1,0,1,1,429537.63,4582656.39,2.15605943369736,41.3905091861601,"0216 0216","Bicicleta","Dona",48,"Vianant","Fora del pas                                                                                                                                          ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007284    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel                                         ","Diumenge",11,"Novembre",27,18,"Tarda","No és causa del  vianant",0,2,0,2,1,430038.2,4580908.08,2.16224828407105,41.3748064480515,"0113 0113","Bicicleta","Home",50,"Vianant","En pas regulat per semàfor                                                                                                                            ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S007284    ",3,"Sants-Montjuïc",11,"el Poble-sec",198804,"Paral·lel                                         ","Diumenge",11,"Novembre",27,18,"Tarda","No és causa del  vianant",0,2,0,2,1,430038.2,4580908.08,2.16224828407105,41.3748064480515,"0113 0113","Bicicleta","Home",8,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S007314    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca / A Zona Franca              ","Dimarts",11,"Novembre",29,8,"Matí","No és causa del  vianant",0,1,0,1,2,427519.99,4575229.36,2.13281660051173,41.3234370600014,"Desconegut","Bicicleta","Dona",28,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
